127.0.0.1 - - [25/Dec/2023:02:50:14 -0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/Dec/2023:04:58:20 -0800] "GET /Hospital-System/doctor/index.jsp HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [25/Dec/2023:04:58:24 -0800] "GET /Hospital-System/doctor/patient.jsp HTTP/1.1" 200 3194
0:0:0:0:0:0:0:1 - - [25/Dec/2023:04:58:28 -0800] "GET /Hospital-System/doctorLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:04:58:28 -0800] "GET /Hospital-System/doctor_login.jsp HTTP/1.1" 200 3122
0:0:0:0:0:0:0:1 - - [25/Dec/2023:04:58:29 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5666
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:11 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:25 -0800] "POST /Hospital-System/userLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:25 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:32 -0800] "POST /Hospital-System/userLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:32 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:40 -0800] "POST /Hospital-System/userLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:40 -0800] "GET /Hospital-System/index.jsp HTTP/1.1" 200 7187
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:01:44 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5948
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:02:55 -0800] "POST /Hospital-System/addAppointment HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:02:56 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 6050
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:04:45 -0800] "POST /Hospital-System/addAppointment HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:04:45 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 6050
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:04:56 -0800] "GET /Hospital-System/view_appointment.jsp HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:01 -0800] "GET /Hospital-System/userLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:01 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3246
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:44 -0800] "GET /Hospital-System/doctor_login.jsp HTTP/1.1" 200 3025
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:46 -0800] "GET /Hospital-System/admin_login.jsp HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:53 -0800] "POST /Hospital-System/adminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:53 -0800] "GET /Hospital-System/admin/index.jsp HTTP/1.1" 200 4839
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:57 -0800] "GET /Hospital-System/admin/patient.jsp HTTP/1.1" 200 3172
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:05:59 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5391
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:06:17 -0800] "GET /Hospital-System/deleteDoctor?id=12 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:06:17 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5086
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:07:28 -0800] "GET /Hospital-System/adminLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:07:28 -0800] "GET /Hospital-System/admin_login.jsp HTTP/1.1" 200 3130
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:07:30 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:07:35 -0800] "GET /Hospital-System/signup.jsp HTTP/1.1" 200 3208
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:15:14 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:15:19 -0800] "POST /Hospital-System/userLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:15:19 -0800] "GET /Hospital-System/index.jsp HTTP/1.1" 200 7187
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:15:23 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5860
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:26 -0800] "POST /Hospital-System/addAppointment HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:26 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5962
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:32 -0800] "GET /Hospital-System/view_appointment.jsp HTTP/1.1" 200 3904
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:38 -0800] "GET /Hospital-System/userLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:38 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3246
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:41 -0800] "GET /Hospital-System/doctor_login.jsp HTTP/1.1" 200 3025
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:54 -0800] "POST /Hospital-System/doctorLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:16:54 -0800] "GET /Hospital-System/doctor_login.jsp HTTP/1.1" 200 3119
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:15 -0800] "POST /Hospital-System/doctorLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:15 -0800] "GET /Hospital-System/doctor/index.jsp HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:19 -0800] "GET /Hospital-System/doctor/patient.jsp HTTP/1.1" 200 3594
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:21 -0800] "GET /Hospital-System/doctor/comment.jsp?id=1 HTTP/1.1" 200 4087
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:41 -0800] "POST /Hospital-System/updateStatus HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:41 -0800] "GET /Hospital-System/doctor/patient.jsp HTTP/1.1" 200 3685
0:0:0:0:0:0:0:1 - - [25/Dec/2023:05:17:49 -0800] "GET /Hospital-System/doctor/patient.jsp HTTP/1.1" 200 3598
